sep=;
Variations;Start node;End node;Path;Weight;Path length;Search duration
Baseline;Q57540;Q13076;Q57540,<P27,Q183,P27>,Q62728,P61>,Q1047310,<P59,Q8860,P59>,Q13076;1.0,1.267384095264984,1.0,1.267384095264984,1.0,1.009419030249297,1.0,1.0040723099233935,1.0,1.0040723099233935,1.0;6;13183
Baseline;Q51132;Q42160;Q51132,<P31,Q5,P31>,Q3658309,<P19,Q42160;1.0,2.0,1.0,2.0,1.0,1.1991716861887758,1.0;4;8015
Baseline;Q87585;Q44297;Q87585,<P27,Q183,P27>,Q44297;1.0,1.267384095264984,1.0,1.267384095264984,1.0;3;5988
Baseline;Q95714;Q23810;Q95714,<P31,Q5,P31>,Q23810;1.0,2.0,1.0,2.0,1.0;3;3056
Baseline;Q74450;Q10851;Q74450,<P27,Q183,P127>,Q10851;1.0,1.267384095264984,1.0,1.0077210165885153,1.0;3;5911
Baseline;Q65944;Q71474;Q65944,<P1412,Q188,P1412>,Q71474;1.0,1.0797899097280277,1.0,1.0797899097280277,1.0;3;6299
Baseline;Q64053;Q63033;Q64053,P551>,Q2059478,<P31,Q5,P31>,Q63033;1.0,1.0025611052995098,1.0,2.0,1.0,2.0,1.0;4;8963
Baseline;Q79282;Q25878;Q79282,<P17,Q30,<P530,Q183,P27>,Q25878;1.0,1.3092882003829798,1.0,1.0003736180737954,1.0,1.267384095264984,1.0;4;6744
Baseline;Q24048;Q90423;Q24048,<P31,Q5,P31>,Q90423;1.0,2.0,1.0,2.0,1.0;3;4839
Baseline;Q93626;Q81025;Q93626,<P17,Q962,<P1343,Q602358,P1343>,Q7868,<P361,Q40397,P279>,Q81025;1.0,1.3092882003829798,1.0,1.0124405922905477,1.0,1.0124405922905477,1.0,1.0287251723482806,1.0,1.0211666076093124,1.0;6;12711
Baseline;Q73096;Q78069;Q73096,<P19,Q1726,P20>,Q78069;1.0,1.1991716861887758,1.0,1.0837510237961248,1.0;3;2806
Baseline;Q920;Q51452;Q920,<P19,Q2282220,<P421,Q6655,P421>,Q51452;1.0,1.1991716861887758,1.0,1.0670415696703457,1.0,1.0670415696703457,1.0;4;6902
Baseline;Q71857;Q7147;Q71857,<P17,Q38,<P47,Q39,P17>,Q7147;1.0,1.3092882003829798,1.0,1.093775594903121,1.0,1.3092882003829798,1.0;4;6327
Baseline;Q57796;Q62933;Q57796,<P31,Q5,P31>,Q62933;1.0,2.0,1.0,2.0,1.0;3;4156
Baseline;Q51816;Q5075;Q51816,<P17,Q38,<P530,Q252,<P150,Q5075;1.0,1.3092882003829798,1.0,1.0003736180737954,1.0,1.033145048745086,1.0;4;7970
Baseline;Q58111;Q10474;Q58111,<P17,Q224,<P421,Q6655,P421>,Q10474;1.0,1.3092882003829798,1.0,1.0670415696703457,1.0,1.0670415696703457,1.0;4;6665
Baseline;Q51086;Q29358;Q51086,<P17,Q298,P530>,Q38,P17>,Q2030666,<P641,Q29358;1.0,1.3092882003829798,1.0,1.0003736180737954,1.0,1.3092882003829798,1.0,1.0834011275047926,1.0;5;8852
Baseline;Q61456;Q63386;Q61456,<P1412,Q188,P1412>,Q63386;1.0,1.0797899097280277,1.0,1.0797899097280277,1.0;3;5702
Baseline;Q48778;Q89555;Q48778,<P31,Q515,P31>,Q64,P19>,Q89555;1.0,2.0,1.0,2.0,1.0,1.1991716861887758,1.0;4;7430
Baseline;Q29709;Q23292;Q29709,<P138,Q2044,P19>,Q872568,<P27,Q40,P17>,Q23292;1.0,1.0112919920557446,1.0,1.1991716861887758,1.0,1.267384095264984,1.0,1.3092882003829798,1.0;5;9251
Baseline;Q48990;Q80480;Q48990,<P20,Q649,<P30,Q46,P30>,Q80480;1.0,1.0837510237961248,1.0,1.0034424118783436,1.0,1.0034424118783436,1.0;4;9596
Baseline;Q70246;Q99479;Q70246,<P31,Q5,P31>,Q99479;1.0,2.0,1.0,2.0,1.0;3;3158
Baseline;Q50653;Q13633;Q50653,<P61,Q945845,<P31,Q5,P31>,Q60943,<P20,Q13633;1.0,1.009419030249297,1.0,2.0,1.0,2.0,1.0,1.0837510237961248,1.0;5;11072
Baseline;Q28837;Q80208;Q28837,P106>,Q1097806,<P1412,Q188,P364>,Q1515696,<P2408,Q25335,P361>,Q223821,P361>,Q80208;1.0,1.3147912303111853,1.0,1.0797899097280277,1.0,1.029744149986053,1.0,1.0001023001868725,1.0,1.0287251723482806,1.0,1.0287251723482806,1.0;7;13610
Baseline;Q77873;Q75216;Q77873,<P27,Q183,P27>,Q75216;1.0,1.267384095264984,1.0,1.267384095264984,1.0;3;3509
Baseline;Q13072;Q90502;Q13072,<P17,Q298,P27>,Q210532,<P1303,Q5994,P1303>,Q90502;1.0,1.3092882003829798,1.0,1.267384095264984,1.0,1.008417843948372,1.0,1.008417843948372,1.0;5;7844
Baseline;Q15431;Q13663;Q15431,<P17,Q29,P27>,Q1642753,<P27,Q739,P17>,Q13663;1.0,1.3092882003829798,1.0,1.267384095264984,1.0,1.267384095264984,1.0,1.3092882003829798,1.0;5;10205
Baseline;Q92292;Q81474;Q92292,<P19,Q243337,<P421,Q6655,P421>,Q81474;1.0,1.1991716861887758,1.0,1.0670415696703457,1.0,1.0670415696703457,1.0;4;9629
Baseline;Q14037;Q4642;Q14037,<P59,Q8866,<P913,Q4693643,<P364,Q150,P1412>,Q1553545,<P735,Q4642;1.0,1.0040723099233935,1.0,1.0000141907091522,1.0,1.029744149986053,1.0,1.0797899097280277,1.0,1.1368791326469125,1.0;6;8559
Baseline;Q65132;Q59919;Q65132,<P37,Q188,<P972,Q5460604,P972>,Q7432,P105>,Q59919;1.0,1.000984453972223,1.0,1.0002177320747516,1.0,1.0002177320747516,1.0,1.1263877507493012,1.0;5;9996
Baseline;Q82831;Q9990;Q82831,<P735,Q539581,<P282,Q8229,P361>,Q3594577,<P527,Q9990;1.0,1.1368791326469125,1.0,1.0017998902443959,1.0,1.0287251723482806,1.0,1.0127915475900258,1.0;5;11183
Baseline;Q93373;Q35585;Q93373,P40>,Q229826,<P1412,Q1321,<P31,Q34770,P31>,Q35585;1.0,1.0137067424295214,1.0,1.0797899097280277,1.0,2.0,1.0,2.0,1.0;5;12050
Baseline;Q27325;Q34718;Q27325,<P17,Q38,<P1343,Q2657718,P1343>,Q34718;1.0,1.3092882003829798,1.0,1.0124405922905477,1.0,1.0124405922905477,1.0;4;7229
Baseline;Q68970;Q43761;Q68970,<P17,Q884,P530>,Q183,P27>,Q43761;1.0,1.3092882003829798,1.0,1.0003736180737954,1.0,1.267384095264984,1.0;4;6491
Baseline;Q39523;Q56729;Q39523,<P17,Q928,P17>,Q3436621,<P31,Q34770,P31>,Q56729;1.0,1.3092882003829798,1.0,1.3092882003829798,1.0,2.0,1.0,2.0,1.0;5;8349
Baseline;Q86834;Q29706;Q86834,<P27,Q40,P47>,Q38,P17>,Q29706;1.0,1.267384095264984,1.0,1.093775594903121,1.0,1.3092882003829798,1.0;4;10827
Baseline;Q86138;Q57545;Q86138,<P31,Q5,P31>,Q57545;1.0,2.0,1.0,2.0,1.0;3;3947
Baseline;Q94370;Q61402;Q94370,<P31,Q5,P31>,Q61402;1.0,2.0,1.0,2.0,1.0;3;3717
Baseline;Q3476;Q45087;Q3476,P19>,Q4160548,<P31,Q5,P31>,Q45087;1.0,1.1991716861887758,1.0,2.0,1.0,2.0,1.0;4;8905
Baseline;Q21600;Q7590;Q21600,<P17,Q142,<P972,Q5460604,P972>,Q7590;1.0,1.3092882003829798,1.0,1.0002177320747516,1.0,1.0002177320747516,1.0;4;8301
Baseline;Q82038;Q21036;Q82038,<P17,Q36,<P972,Q5460604,P972>,Q7432,P105>,Q21036;1.0,1.3092882003829798,1.0,1.0002177320747516,1.0,1.0002177320747516,1.0,1.1263877507493012,1.0;5;9887
Baseline;Q92636;Q92746;Q92636,<P27,Q30,P27>,Q92746;1.0,1.267384095264984,1.0,1.267384095264984,1.0;3;3561
Baseline;Q45296;Q50880;Q45296,<P31,Q5,P31>,Q2504232,<P19,Q50880;1.0,2.0,1.0,2.0,1.0,1.1991716861887758,1.0;4;6368
Baseline;Q86820;Q79153;Q86820,<P27,Q40,P27>,Q79153;1.0,1.267384095264984,1.0,1.267384095264984,1.0;3;3022
Baseline;Q32984;Q46128;Q32984,<P641,Q5849,P641>,Q31193,<P31,Q5,P31>,Q46128;1.0,1.0834011275047926,1.0,1.0834011275047926,1.0,2.0,1.0,2.0,1.0;5;10864
Baseline;Q25817;Q68771;Q25817,<P31,Q5,P31>,Q68771;1.0,2.0,1.0,2.0,1.0;3;4645
Baseline;Q58082;Q78236;Q58082,<P31,Q5,P31>,Q78236;1.0,2.0,1.0,2.0,1.0;3;3727
Baseline;Q84778;Q72629;Q84778,<P17,Q159,<P1343,Q602358,P1343>,Q132674,<P105,Q5867051,P105>,Q72629;1.0,1.3092882003829798,1.0,1.0124405922905477,1.0,1.0124405922905477,1.0,1.1263877507493012,1.0,1.1263877507493012,1.0;6;12609
Baseline;Q74265;Q74241;Q74265,<P17,Q20,<P530,Q30,P183>,Q597376,<P31,Q16521,P31>,Q74241;1.0,1.3092882003829798,1.0,1.0003736180737954,1.0,1.0003390944082464,1.0,2.0,1.0,2.0,1.0;6;12719
Baseline;Q11387;Q84784;Q11387,P31>,Q13423,<P1343,Q602358,P1343>,Q159,P17>,Q84784;1.0,2.0,1.0,1.0124405922905477,1.0,1.0124405922905477,1.0,1.3092882003829798,1.0;5;7878
Baseline;Q49788;Q5002;Q49788,<P495,Q30,P47>,Q241,P17>,Q5002;1.0,1.0443389766465405,1.0,1.093775594903121,1.0,1.3092882003829798,1.0;4;9793
Baseline;Q60466;Q75331;Q60466,<P1441,Q162371,<P162,Q295080,<P31,Q5,P31>,Q75331;1.0,1.0024016186727704,1.0,1.0093550661572979,1.0,2.0,1.0,2.0,1.0;5;8363
Baseline;Q15796;Q35476;Q15796,<P31,Q5,P31>,Q4162301,<P108,Q35476;1.0,2.0,1.0,2.0,1.0,1.0212820394971913,1.0;4;9282
Baseline;Q47489;Q96972;Q47489,<P31,Q5,P31>,Q96972;1.0,2.0,1.0,2.0,1.0;3;5612
Baseline;Q25001;Q3618;Q25001,<P31,Q577,<P972,Q5460604,P972>,Q36,P17>,Q3618;1.0,2.0,1.0,1.0002177320747516,1.0,1.0002177320747516,1.0,1.3092882003829798,1.0;5;6487
Baseline;Q90480;Q10184;Q90480,<P31,Q5,P31>,Q57372,<P108,Q10184;1.0,2.0,1.0,2.0,1.0,1.0212820394971913,1.0;4;9020
Degree;Q90270;Q13470;Q90270,<P20,Q2112,P131>,Q2126674,<P31,Q830528,P31>,Q3967896,<P131,Q13470;10.0,1.0837510237961248,948.0,1.2162778447659264,4.0,2.0,97.0,2.0,5.0,1.2162778447659264,124.0;6;8408
Degree;Q40392;Q95745;Q40392,<P279,Q589,P279>,Q1094364,<P138,Q959840,P138>,Q1190600,<P279,Q865746,P31>,Q3030678,<P138,Q91663,<P19,Q246288,P19>,Q95745;3.0,1.0211666076093124,16.0,1.0211666076093124,2.0,1.0112919920557446,18.0,1.0112919920557446,3.0,1.0211666076093124,15.0,2.0,4.0,1.0112919920557446,15.0,1.1991716861887758,36.0,1.1991716861887758,8.0;10;1252
Degree;Q97181;Q35364;Q97181,<P166,Q154689,P166>,Q873511,<P69,Q322938,P108>,Q71841,<P101,Q212431,P101>,Q516316,P463>,Q4764114,<P20,Q913663,P706>,Q3500856,<P3137,Q4881349,<P3137,Q948061,<P3137,Q603956,P3137>,Q3397729,P3137>,Q3396753,P3137>,Q35364;10.0,1.0525134605230357,20.0,1.0525134605230357,14.0,1.0568297659231936,14.0,1.0212820394971913,11.0,1.0045016318256517,26.0,1.0045016318256517,27.0,1.0235396330621496,11.0,1.0837510237961248,12.0,1.003578812127507,5.0,1.0002742831097309,6.0,1.0002742831097309,6.0,1.0002742831097309,10.0,1.0002742831097309,7.0,1.0002742831097309,11.0,1.0002742831097309,3.0;16;3313
Degree;Q29903;Q8493;Q29903,<P31,Q919472,P31>,Q3093144,<P3279,Q726272,<P19,Q184579,P20>,Q5669429,<P19,Q1024118,P19>,Q5593308,<P20,Q393829,P36>,Q30682,P131>,Q841050,<P31,Q194502,P31>,Q35883,<P200,Q8493;2.0,2.0,93.0,2.0,5.0,1.000290168231916,20.0,1.1991716861887758,233.0,1.0837510237961248,12.0,1.1991716861887758,21.0,1.1991716861887758,13.0,1.0837510237961248,10.0,1.0068892715908992,13.0,1.2162778447659264,6.0,2.0,19.0,2.0,9.0,1.0003922566171595,30.0;14;2981
Degree;Q14288;Q78505;Q14288,<P31,Q182060,P366>,Q435574,<P149,Q911397,P149>,Q646334,P159>,Q158363,P144>,Q3314237,P463>,Q2136439,<P175,Q78505;6.0,2.0,110.0,1.0036540017058504,13.0,1.0033655278869673,48.0,1.0033655278869673,13.0,1.015470414595335,6.0,1.001508239401076,7.0,1.0235396330621496,16.0,1.0223421066510159,84.0;9;7507
Degree;Q44816;Q68544;Q44816,<P159,Q90,P20>,Q3165815,<P19,Q70308,<P131,Q661133,P131>,Q68700,P19>,Q1458208,<P20,Q68544;1.0,1.015470414595335,51539.0,1.0837510237961248,8.0,1.1991716861887758,17.0,1.2162778447659264,30.0,1.2162778447659264,9.0,1.1991716861887758,8.0,1.0837510237961248,7.0;8;3698
Degree;Q17327;Q34765;Q17327,<P47,Q17648,<P47,Q17308,P19>,Q3362680,<P102,Q2376126,<P17,Q153660,<P122,Q50686,P122>,Q2152097,<P85,Q752655,P85>,Q3752183,P131>,Q795647,<P206,Q1247,P206>,Q34765;31.0,1.093775594903121,30.0,1.093775594903121,23.0,1.1991716861887758,7.0,1.0300053013947772,30.0,1.3092882003829798,17.0,1.0001702885098251,20.0,1.0001702885098251,4.0,1.0001205151269783,4.0,1.0001205151269783,4.0,1.2162778447659264,11.0,1.0019261240153607,276.0,1.0019261240153607,4.0;13;9514
Degree;Q93821;Q34330;Q93821,<P31,Q5,P31>,Q535492,<P19,Q34330;1.0,2.0,1442781.0,2.0,4.0,1.1991716861887758,17.0;4;5851
Degree;Q55343;Q8185;Q55343,<P47,Q55345,P19>,Q3103488,<P800,Q3558014,<P131,Q363100,P159>,Q3010738,<P31,Q924286,P1889>,Q358078,P361>,Q1978909,<P279,Q121359,P361>,Q1501619,P921>,Q1508115,<P31,Q326124,P31>,Q8185;17.0,1.093775594903121,33.0,1.1991716861887758,14.0,1.0028057361811615,7.0,1.2162778447659264,47.0,1.015470414595335,3.0,2.0,18.0,1.0021904524485221,21.0,1.0287251723482806,2.0,1.0211666076093124,24.0,1.0287251723482806,7.0,1.003652095491188,4.0,2.0,135.0,2.0,2.0;14;8356
Degree;Q81818;Q11132;Q81818,<P735,Q830350,P735>,Q6096382,<P802,Q354790,<P106,Q44554,P279>,Q909459,P101>,Q5216534,<P108,Q2484897,P123>,Q5226356,<P50,Q11132;5.0,1.1368791326469125,3295.0,1.1368791326469125,6.0,1.0011566486967105,13.0,1.3147912303111853,11.0,1.0211666076093124,17.0,1.0045016318256517,16.0,1.0212820394971913,4.0,1.0064635503163364,13.0,1.010277038648926,26.0;10;3524
Degree;Q15604;Q93268;Q15604,<P276,Q171566,P276>,Q15585,<P3764,Q171610,P3764>,Q173126,<P1346,Q172983,<P20,Q160348,<P131,Q574443,<P131,Q6156,P131>,Q145238,<P138,Q81739,P131>,Q1796323,<P131,Q93268;6.0,1.0072328138333575,27.0,1.0072328138333575,6.0,1.0003308341447101,13.0,1.0003308341447101,7.0,1.0056582805223622,18.0,1.0837510237961248,8.0,1.2162778447659264,24.0,1.2162778447659264,46.0,1.2162778447659264,6.0,1.0112919920557446,24.0,1.2162778447659264,6.0,1.2162778447659264,7.0;13;3284
Degree;Q10732;Q22965;Q10732,<P54,Q612017,P54>,Q1345927,<P54,Q162205,P54>,Q1674344,<P54,Q176850,P54>,Q2128378,<P54,Q666179,P54>,Q1359176,<P19,Q22965;21.0,1.1602086584929594,82.0,1.1602086584929594,13.0,1.1602086584929594,16.0,1.1602086584929594,16.0,1.1602086584929594,23.0,1.1602086584929594,16.0,1.1602086584929594,92.0,1.1602086584929594,10.0,1.1991716861887758,10.0;10;5603
Degree;Q22384;Q28179;Q22384,<P47,Q21362,<P47,Q21457,P20>,Q2835315,<P108,Q3428619,<P407,Q8786,P361>,Q1338704,<P361,Q671198,P407>,Q3098385,<P31,Q651019,P31>,Q1062351,<P180,Q741098,<P361,Q51649,P921>,Q430269,<P31,Q567620,P50>,Q127154,<P31,Q3771738,P31>,Q625874,<P495,Q28179;21.0,1.093775594903121,27.0,1.093775594903121,25.0,1.0837510237961248,9.0,1.0212820394971913,5.0,1.0064216135937674,9.0,1.0287251723482806,3.0,1.0287251723482806,11.0,1.0064216135937674,3.0,2.0,9.0,2.0,3.0,1.0057887503259098,6.0,1.0287251723482806,14.0,1.003652095491188,5.0,2.0,5.0,1.010277038648926,5.0,2.0,6.0,2.0,6.0,1.0443389766465405,81.0;19;5587
Degree;Q91968;Q99723;Q91968,<P19,Q536634,<P166,Q1411043,<P1027,Q166020,<P31,Q896375,P31>,Q488589,P108>,Q98885,<P106,Q1227195,P106>,Q96981,<P19,Q14947,P19>,Q99723;9.0,1.1991716861887758,52.0,1.0525134605230357,4.0,1.0002535265500756,6.0,2.0,18.0,2.0,6.0,1.0212820394971913,20.0,1.3147912303111853,25.0,1.3147912303111853,21.0,1.1991716861887758,73.0,1.1991716861887758,6.0;11;5233
Degree;Q71521;Q66780;Q71521,P138>,Q1631992,<P138,Q123514,P138>,Q2631887,<P31,Q40112,<P1552,Q28474,P31>,Q1869697,<P279,Q1130265,P361>,Q1061108,P366>,Q4994812,<P366,Q897825,P361>,Q229297,<P361,Q1460420,P361>,Q390516,P361>,Q239001,<P361,Q846929,<P2283,Q1790086,<P279,Q13692,<P61,Q17518,<P19,Q493709,<P47,Q501147,P131>,Q66780;6.0,1.0112919920557446,4.0,1.0112919920557446,21.0,1.0112919920557446,3.0,2.0,18.0,1.0000961579396277,11.0,2.0,3.0,1.0211666076093124,8.0,1.0287251723482806,10.0,1.0036540017058504,4.0,1.0036540017058504,9.0,1.0287251723482806,5.0,1.0287251723482806,17.0,1.0287251723482806,19.0,1.0287251723482806,8.0,1.0287251723482806,5.0,1.0000768839913763,2.0,1.0211666076093124,4.0,1.009419030249297,8.0,1.1991716861887758,21.0,1.093775594903121,16.0,1.2162778447659264,4.0;22;3498
Degree;Q69026;Q9626;Q69026,<P131,Q1727032,P131>,Q147606,<P190,Q766594,P19>,Q166635,<P102,Q9626;17.0,1.2162778447659264,46.0,1.2162778447659264,17.0,1.0084453781601597,20.0,1.1991716861887758,25.0,1.0300053013947772,2283.0;6;11376
Degree;Q86639;Q78508;Q86639,<P20,Q4361,P19>,Q5337064,<P54,Q4763890,P54>,Q5526910,<P54,Q2068001,<P159,Q615244,P20>,Q5833208,P161>,Q6138644,<P161,Q1089513,P161>,Q950164,<P161,Q78508;6.0,1.0837510237961248,268.0,1.1991716861887758,14.0,1.1602086584929594,9.0,1.1602086584929594,15.0,1.1602086584929594,12.0,1.015470414595335,17.0,1.0837510237961248,17.0,1.107795380140505,9.0,1.107795380140505,17.0,1.107795380140505,13.0,1.107795380140505,101.0;12;8171
