sep=;
Variations;Start node;End node;Path;Weight;Path length;Search duration
Baseline;Q104510;Q423829;Q104510,<P31,Q5,P689>,Q110315,P2175>,Q423814,<P279,Q11173,P31>,Q423829;1.0,2.0,1.0,1.0000952289342055,1.0,1.0016362062331665,1.0,1.0386658330126972,1.0,2.0,1.0;6;2163
Baseline;Q1205801;Q123060;Q1205801,<P105,Q7432,P105>,Q135223,<P138,Q81328,<P31,Q5,P31>,Q123060;1.0,1.0673162754905734,1.0,1.0673162754905734,1.0,1.0215371296652558,1.0,2.0,1.0,2.0,1.0;6;1479
Baseline;Q178360;Q1092045;Q178360,<P31,Q5,P31>,Q1092045;1.0,2.0,1.0,2.0,1.0;3;685
Baseline;Q1147817;Q1305096;Q1147817,<P27,Q30,<P2238,Q127216,<P105,Q7432,P105>,Q1305096;1.0,1.3856579453636013,1.0,1.000060600230858,1.0,1.0673162754905734,1.0,1.0673162754905734,1.0;5;7753
Baseline;Q704356;Q1391968;Q704356,<P27,Q39,<P47,Q183,P17>,Q1391968;1.0,1.3856579453636013,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;1847
Baseline;Q282060;Q278599;Q282060,<P17,Q145,P27>,Q347725,<P20,Q51,P30>,Q278599;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.1566323585994613,1.0,1.0064447864563293,1.0;5;2104
Baseline;Q161508;Q483127;Q161508,<P31,Q16521,P31>,Q146,P921>,Q1494230,<P495,Q884,P17>,Q483127;1.0,2.0,1.0,2.0,1.0,1.006919007310504,1.0,1.0535340515582916,1.0,1.3971017699115045,1.0;6;2042
Baseline;Q282783;Q333289;Q282783,<P1995,Q83042,P101>,Q359025,<P1412,Q1860,P1412>,Q333289;1.0,1.001876683339746,1.0,1.0087370142362446,1.0,1.141864178530204,1.0,1.141864178530204,1.0;5;932
Baseline;Q130639;Q1187088;Q130639,<P17,Q213,<P530,Q30,P17>,Q1187088;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1423
Baseline;Q1031971;Q1531132;Q1031971,<P17,Q145,<P47,Q27,P17>,Q1531132;1.0,1.3971017699115045,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;1388
Baseline;Q84883;Q1377540;Q84883,<P17,Q159,P530>,Q142,P17>,Q1377540;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1551
Baseline;Q837986;Q1158780;Q837986,<P27,Q148,P530>,Q38,P17>,Q1158780;1.0,1.3856579453636013,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1801
Baseline;Q1471265;Q85959;Q1471265,<P17,Q142,<P530,Q159,P17>,Q85959;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1719
Baseline;Q1125695;Q858390;Q1125695,<P27,Q30,P183>,Q597376,<P31,Q16521,P31>,Q858390;1.0,1.3856579453636013,1.0,1.0003953443632165,1.0,2.0,1.0,2.0,1.0;5;2140
Baseline;Q452042;Q1158175;Q452042,<P31,Q5,P31>,Q782597,<P27,Q34,P17>,Q1158175;1.0,2.0,1.0,2.0,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2123
Baseline;Q846262;Q19595;Q846262,<P31,Q43229,P31>,Q538822,<P17,Q145,P1532>,Q19595;1.0,2.0,1.0,2.0,1.0,1.3971017699115045,1.0,1.001969988457099,1.0;5;1522
Baseline;Q531896;Q555810;Q531896,P400>,Q1545458,<P162,Q164565,<P31,Q5,P31>,Q555810;1.0,1.011156213928434,1.0,1.0133282031550597,1.0,2.0,1.0,2.0,1.0;5;1042
Baseline;Q984188;Q1216280;Q984188,<P27,Q40,P495>,Q1563867,<P31,Q215380,P31>,Q1216280;1.0,1.3856579453636013,1.0,1.0535340515582916,1.0,2.0,1.0,2.0,1.0;5;2022
Baseline;Q92107;Q770434;Q92107,<P279,Q23413,P180>,Q119097,<P180,Q45669,<P31,Q16521,P31>,Q770434;1.0,1.0386658330126972,1.0,1.006631396691035,1.0,1.006631396691035,1.0,2.0,1.0,2.0,1.0;6;2055
Baseline;Q1231223;Q653253;Q1231223,<P131,Q12404,<P421,Q6655,P421>,Q653253;1.0,1.2925711812235474,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;1278
Baseline;Q690662;Q1492195;Q690662,<P31,Q5,P31>,Q1269585,<P27,Q28,P17>,Q1492195;1.0,2.0,1.0,2.0,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2088
Baseline;Q924279;Q1474257;Q924279,<P31,Q5,P31>,Q1474257;1.0,2.0,1.0,2.0,1.0;3;857
Baseline;Q181859;Q833488;Q181859,<P31,Q16521,P31>,Q1290602,<P183,Q5772,<P421,Q6655,P421>,Q833488;1.0,2.0,1.0,2.0,1.0,1.0003953443632165,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;6;2083
Baseline;Q478844;Q1524842;Q478844,<P31,Q217295,P136>,Q329122,<P31,Q5,P31>,Q1524842;1.0,2.0,1.0,1.0944113120430936,1.0,2.0,1.0,2.0,1.0;5;1004
Baseline;Q577028;Q1205964;Q577028,<P31,Q16521,P31>,Q1196240,<P183,Q17,P17>,Q1205964;1.0,2.0,1.0,2.0,1.0,1.0003953443632165,1.0,1.3971017699115045,1.0;5;1063
Baseline;Q858716;Q92503;Q858716,<P17,Q29,<P530,Q183,P27>,Q92503;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;1174
Baseline;Q890099;Q791124;Q890099,<P17,Q33,P17>,Q144692,<P31,Q16970,P31>,Q791124;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,2.0,1.0,2.0,1.0;5;2069
Baseline;Q160318;Q280889;Q160318,<P31,Q5,P31>,Q1183434,<P27,Q29,P17>,Q280889;1.0,2.0,1.0,2.0,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;1951
Baseline;Q975656;Q225943;Q975656,<P360,Q572824,P360>,Q851957,<P17,Q213,<P530,Q30,P27>,Q225943;1.0,1.0161812235475183,1.0,1.0161812235475183,1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;6;1371
Baseline;Q865092;Q470646;Q865092,<P495,Q30,<P530,Q183,P17>,Q470646;1.0,1.0535340515582916,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1445
Baseline;Q856413;Q781128;Q856413,<P17,Q183,<P421,Q6655,P421>,Q781128;1.0,1.3971017699115045,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;1370
Baseline;Q219626;Q156606;Q219626,<P527,Q623,P527>,Q201382,<P138,Q63045,<P141,Q211005,P141>,Q156606;1.0,1.0243353212774144,1.0,1.0243353212774144,1.0,1.0215371296652558,1.0,1.019564255482878,1.0,1.019564255482878,1.0;6;2084
Baseline;Q971483;Q902654;Q971483,<P452,Q190117,P452>,Q1045890,<P17,Q30,P27>,Q902654;1.0,1.004775875336668,1.0,1.004775875336668,1.0,1.3971017699115045,1.0,1.3856579453636013,1.0;5;1842
Baseline;Q1034084;Q1267492;Q1034084,<P31,Q5,P31>,Q278020,<P20,Q208807,P361>,Q1267492;1.0,2.0,1.0,2.0,1.0,1.1566323585994613,1.0,1.0423316660253943,1.0;5;1939
Baseline;Q270388;Q548622;Q270388,<P27,Q30,P17>,Q548622;1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;3;1045
Baseline;Q96293;Q466103;Q96293,<P31,Q5,P31>,Q188987,P50>,Q466103;1.0,2.0,1.0,2.0,1.0,1.0082983839938437,1.0;4;1659
Baseline;Q643369;Q806392;Q643369,<P31,Q486972,P31>,Q665346,<P131,Q21,P495>,Q183018,P641>,Q806392;1.0,2.0,1.0,2.0,1.0,1.2925711812235474,1.0,1.0535340515582916,1.0,1.113674490188534,1.0;6;2220
Baseline;Q172825;Q1069758;Q172825,<P31,Q5,P31>,Q1069758;1.0,2.0,1.0,2.0,1.0;3;877
Baseline;Q928638;Q1599421;Q928638,<P31,Q5,P31>,Q1599421;1.0,2.0,1.0,2.0,1.0;3;1043
Baseline;Q431103;Q783463;Q431103,<P31,Q5,P31>,Q783463;1.0,2.0,1.0,2.0,1.0;3;934
Baseline;Q953229;Q1535748;Q953229,<P31,Q7889,P31>,Q616830,<P840,Q99,P159>,Q1535748;1.0,2.0,1.0,2.0,1.0,1.0097979992304733,1.0,1.0264794151596768,1.0;5;1141
Baseline;Q819314;Q167943;Q819314,P19>,Q451666,<P31,Q5,P31>,Q167943;1.0,1.3253453251250482,1.0,2.0,1.0,2.0,1.0;4;1413
Baseline;Q597896;Q122524;Q597896,<P17,Q142,P495>,Q844883,<P364,Q188,P1412>,Q122524;1.0,1.3971017699115045,1.0,1.0535340515582916,1.0,1.0383089649865334,1.0,1.141864178530204,1.0;5;2107
Baseline;Q184601;Q260302;Q184601,<P1454,Q693737,<P1001,Q39,P17>,Q668360,<P31,Q532,P31>,Q260302;1.0,1.0072903039630627,1.0,1.0037658714890343,1.0,1.3971017699115045,1.0,2.0,1.0,2.0,1.0;6;1894
Baseline;Q1123307;Q1189091;Q1123307,<P17,Q28,P27>,Q155786,<P735,Q639292,P735>,Q1189091;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.0998143516737207,1.0,1.0998143516737207,1.0;5;1579
Baseline;Q1173449;Q1028253;Q1173449,<P17,Q30,P27>,Q990928,<P463,Q265058,P463>,Q1028253;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.0518228164678722,1.0,1.0518228164678722,1.0;5;1950
Baseline;Q74481;Q1228287;Q74481,<P19,Q365,<P421,Q6655,P421>,Q1228287;1.0,1.3253453251250482,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;1981
Baseline;Q912197;Q1526270;Q912197,<P105,Q7432,P105>,Q137528,<P183,Q739,P17>,Q1526270;1.0,1.0673162754905734,1.0,1.0673162754905734,1.0,1.0003953443632165,1.0,1.3971017699115045,1.0;5;1248
Baseline;Q311332;Q1542584;Q311332,<P31,Q5,P31>,Q1256203,<P27,Q39,P17>,Q1542584;1.0,2.0,1.0,2.0,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2080
Baseline;Q1439419;Q946350;Q1439419,<P138,Q127641,<P31,Q5,P31>,Q946350;1.0,1.0215371296652558,1.0,2.0,1.0,2.0,1.0;4;954
Baseline;Q1387984;Q1516806;Q1387984,<P17,Q45,P17>,Q926700,P190>,Q16553,P159>,Q1516806;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,1.0360859946133127,1.0,1.0264794151596768,1.0;5;1362
Baseline;Q1089761;Q133594;Q1089761,<P17,Q16,<P530,Q34,P189>,Q629,P527>,Q133594;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.0001577529819161,1.0,1.0243353212774144,1.0;5;1848
Baseline;Q1023002;Q209116;Q1023002,<P17,Q30,P495>,Q616477,<P186,Q283,<P31,Q11173,P31>,Q209116;1.0,1.3971017699115045,1.0,1.0535340515582916,1.0,1.0051683339746056,1.0,2.0,1.0,2.0,1.0;6;2238
Baseline;Q1334825;Q674889;Q1334825,<P31,Q8502,P31>,Q577655,<P17,Q36,P17>,Q674889;1.0,2.0,1.0,2.0,1.0,1.3971017699115045,1.0,1.3971017699115045,1.0;5;1514
Baseline;Q136701;Q315197;Q136701,<P495,Q38,P530>,Q145,P27>,Q315197;1.0,1.0535340515582916,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;1771
Baseline;Q1342237;Q893270;Q1342237,<P17,Q183,P27>,Q1272982,<P106,Q133485,P106>,Q893270;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.4119863409003464,1.0,1.4119863409003464,1.0;5;2068
Baseline;Q1328030;Q1580484;Q1328030,<P17,Q40,P17>,Q244839,<P31,Q82799,P279>,Q1049494,P31>,Q1580484;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,2.0,1.0,1.0386658330126972,1.0,2.0,1.0;6;2224
Baseline;Q258016;Q559450;Q258016,<P17,Q159,P530>,Q142,P27>,Q559450;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;1047
Baseline;Q137126;Q316788;Q137126,<P31,Q16521,P31>,Q127216,P2238>,Q30,P27>,Q316788;1.0,2.0,1.0,2.0,1.0,1.000060600230858,1.0,1.3856579453636013,1.0;5;1351
Baseline;Q138277;Q284459;Q138277,<P31,Q16521,P31>,Q127216,P2238>,Q30,P27>,Q284459;1.0,2.0,1.0,2.0,1.0,1.000060600230858,1.0,1.3856579453636013,1.0;5;504
Baseline;Q776811;Q722135;Q776811,<P17,Q16,<P47,Q30,P27>,Q722135;1.0,1.3971017699115045,1.0,1.331686225471335,1.0,1.3856579453636013,1.0;4;933
Baseline;Q791034;Q82475;Q791034,<P31,Q5,P31>,Q90148,<P27,Q36,P17>,Q82475;1.0,2.0,1.0,2.0,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2076
Baseline;Q891206;Q1146502;Q891206,<P17,Q183,P47>,Q39,P17>,Q1146502;1.0,1.3971017699115045,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;1788
Baseline;Q981704;Q247277;Q981704,<P17,Q17,P183>,Q305923,<P105,Q7432,P105>,Q247277;1.0,1.3971017699115045,1.0,1.0003953443632165,1.0,1.0673162754905734,1.0,1.0673162754905734,1.0;5;2079
Baseline;Q730525;Q724757;Q730525,<P1269,Q22667,P101>,Q1227574,<P31,Q5,P31>,Q724757;1.0,1.003141592920354,1.0,1.0087370142362446,1.0,2.0,1.0,2.0,1.0;5;1441
Baseline;Q919119;Q266293;Q919119,<P31,Q5,P31>,Q964947,<P54,Q52942,P710>,Q266293;1.0,2.0,1.0,2.0,1.0,1.220490573297422,1.0,1.0116121585225086,1.0;5;2109
Baseline;Q103050;Q1490882;Q103050,<P27,Q183,P17>,Q1490882;1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;3;683
Baseline;Q1482656;Q1151131;Q1482656,<P65,Q930096,<P17,Q408,<P530,Q851,P17>,Q1151131;1.0,1.0097585609849942,1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;5;1791
Baseline;Q18332;Q31309;Q18332,<P17,Q145,P530>,Q17,P17>,Q31309;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1413
Baseline;Q1422464;Q790404;Q1422464,<P31,Q232984,<P31,Q151885,P31>,Q653247,<P279,Q4022,P31>,Q790404;1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0386658330126972,1.0,2.0,1.0;6;1728
Baseline;Q963896;Q486063;Q963896,<P105,Q7432,P105>,Q127216,P2238>,Q30,P27>,Q486063;1.0,1.0673162754905734,1.0,1.0673162754905734,1.0,1.000060600230858,1.0,1.3856579453636013,1.0;5;914
Baseline;Q425597;Q1483532;Q425597,<P527,Q556,<P61,Q131733,<P1412,Q1860,P364>,Q1483532;1.0,1.0243353212774144,1.0,1.026201423624471,1.0,1.141864178530204,1.0,1.0383089649865334,1.0;5;1536
Baseline;Q440169;Q62773;Q440169,<P31,Q5,P31>,Q62773;1.0,2.0,1.0,2.0,1.0;3;916
Baseline;Q764966;Q115760;Q764966,<P31,Q5,P31>,Q1306771,P57>,Q115760;1.0,2.0,1.0,2.0,1.0,1.0177856868026165,1.0;4;1463
Baseline;Q898918;Q1260095;Q898918,<P17,Q145,P17>,Q284500,<P31,Q618779,P31>,Q1260095;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,2.0,1.0,2.0,1.0;5;2097
Baseline;Q744726;Q216486;Q744726,<P1343,Q602358,P1343>,Q16555,P159>,Q216486;1.0,1.018513851481339,1.0,1.018513851481339,1.0,1.0264794151596768,1.0;4;1337
Baseline;Q387662;Q104423;Q387662,<P641,Q2736,P641>,Q489945,<P1412,Q188,P1412>,Q104423;1.0,1.113674490188534,1.0,1.113674490188534,1.0,1.141864178530204,1.0,1.141864178530204,1.0;5;1443
Baseline;Q664644;Q763882;Q664644,<P31,Q5,P31>,Q763882;1.0,2.0,1.0,2.0,1.0;3;917
Baseline;Q1596204;Q276236;Q1596204,<P17,Q183,P27>,Q276236;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0;3;721
Baseline;Q245366;Q1021598;Q245366,<P495,Q30,<P530,Q183,P17>,Q1021598;1.0,1.0535340515582916,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1287
Baseline;Q1187480;Q6327;Q1187480,<P1346,Q180446,<P27,Q148,<P530,Q30,P361>,Q24062,<P31,Q577,P31>,Q6327;1.0,1.012272989611389,1.0,1.3856579453636013,1.0,1.0016968064640246,1.0,1.0423316660253943,1.0,2.0,1.0,2.0,1.0;7;2178
Baseline;Q463540;Q1167505;Q463540,<P27,Q189,<P530,Q183,P17>,Q1167505;1.0,1.3856579453636013,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0;4;1729
Baseline;Q215010;Q1052827;Q215010,<P607,Q362,P607>,Q155014,<P31,Q39804,P31>,Q1052827;1.0,1.0199663332050788,1.0,1.0199663332050788,1.0,2.0,1.0,2.0,1.0;5;1164
Baseline;Q1030192;Q1149765;Q1030192,<P17,Q159,P530>,Q27,P27>,Q1149765;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;1152
Baseline;Q203610;Q1443554;Q203610,<P27,Q142,<P47,Q183,P17>,Q1443554;1.0,1.3856579453636013,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;1635
Baseline;Q785597;Q660865;Q785597,<P31,Q1144899,<P279,Q317623,P279>,Q1153670,<P17,Q183,P17>,Q708235,<P31,Q645883,P31>,Q660865;1.0,2.0,1.0,1.0386658330126972,1.0,1.0386658330126972,1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,2.0,1.0,2.0,1.0;8;2140
Baseline;Q76945;Q1574415;Q76945,<P61,Q234878,<P31,Q5,P31>,Q570451,<P641,Q8418,P641>,Q1574415;1.0,1.026201423624471,1.0,2.0,1.0,2.0,1.0,1.113674490188534,1.0,1.113674490188534,1.0;6;2262
Degree;Q834218;Q128202;Q834218,<P86,Q154812,P86>,Q707737,<P136,Q599099,P136>,Q471645,<P144,Q207327,<P361,Q187742,P361>,Q1010181,P102>,Q787178,<P39,Q177053,P138>,Q132,<P138,Q188681,P180>,Q1215717,<P180,Q350462,<P19,Q128206,<P47,Q128202;5.0,1.016235090419392,39.0,1.016235090419392,5.0,1.0944113120430936,15.0,1.0944113120430936,8.0,1.0025404001539053,3.0,1.0423316660253943,16.0,1.0423316660253943,4.0,1.0501616006156214,9.0,1.029264140053867,3.0,1.0215371296652558,17.0,1.0215371296652558,2.0,1.006631396691035,36.0,1.006631396691035,7.0,1.3253453251250482,24.0,1.331686225471335,17.0;16;1271
Degree;Q407191;Q1496755;Q407191,<P366,Q1144991,P31>,Q928670,P241>,Q691432,<P108,Q607131,<P159,Q652452,<P127,Q1141173,<P452,Q815825,P138>,Q1146596,<P138,Q1084,P138>,Q413322,<P138,Q26736,P527>,Q6584,P186>,Q1410129,<P186,Q153988,P279>,Q1496755;6.0,1.0025365525202001,7.0,2.0,9.0,1.0059359368988072,9.0,1.0401308195459793,8.0,1.0264794151596768,9.0,1.009128510965756,10.0,1.004775875336668,4.0,1.0215371296652558,3.0,1.0215371296652558,33.0,1.0215371296652558,3.0,1.0215371296652558,5.0,1.0243353212774144,7.0,1.0051683339746056,4.0,1.0051683339746056,6.0,1.0386658330126972,1.0;16;333
Degree;Q42552;Q471463;Q42552,<P166,Q474063,P166>,Q18832,<P735,Q1473885,P735>,Q355843,<P19,Q588,P131>,Q471463;18.0,1.0731338976529434,28.0,1.0731338976529434,15.0,1.0998143516737207,27.0,1.0998143516737207,14.0,1.3253453251250482,215.0,1.2925711812235474,3.0;7;1909
Degree;Q1173538;Q62839;Q1173538,P161>,Q379044,<P161,Q760805,P26>,Q433547,P161>,Q475202,<P161,Q1164810,P161>,Q939084,<P2408,Q11759,P361>,Q44155,P361>,Q1362485,<P706,Q150981,P27>,Q62839;11.0,1.1394940361677568,8.0,1.1394940361677568,14.0,1.0160619469026548,10.0,1.1394940361677568,11.0,1.1394940361677568,12.0,1.1394940361677568,35.0,1.000311658330127,12.0,1.0423316660253943,15.0,1.0423316660253943,4.0,1.0065034628703347,40.0,1.3856579453636013,12.0;12;1132
Degree;Q441256;Q1090356;Q441256,<P360,Q215627,P360>,Q886830,P53>,Q878702,<P103,Q42365,<P361,Q1346342,P279>,Q36395,P364>,Q1090356;1.0,1.0161812235475183,3508.0,1.0161812235475183,9.0,1.0072681800692573,10.0,1.013223355136591,26.0,1.0423316660253943,9.0,1.0386658330126972,30.0,1.0383089649865334,5.0;8;541
Degree;Q1391893;Q675251;Q1391893,<P19,Q68986,P20>,Q115991,<P108,Q332844,P137>,Q660925,<P624,Q251859,P624>,Q277443,<P138,Q209516,<P105,Q7432,P105>,Q675251;4.0,1.3253453251250482,60.0,1.1566323585994613,7.0,1.0401308195459793,10.0,1.0115419392073874,4.0,1.000148133897653,12.0,1.000148133897653,14.0,1.0215371296652558,4.0,1.0673162754905734,52606.0,1.0673162754905734,2.0;10;2364
Degree;Q1519668;Q690203;Q1519668,<P641,Q3609,P641>,Q951809,<P19,Q21166,P19>,Q696523,P84>,Q869501,<P81,Q99697,P81>,Q678372,P197>,Q690203;1.0,1.113674490188534,3142.0,1.113674490188534,5.0,1.3253453251250482,29.0,1.3253453251250482,11.0,1.0026750673335898,11.0,1.0058570604078492,34.0,1.0058570604078492,14.0,1.0054193920738745,10.0;9;1141
Degree;Q279427;Q223406;Q279427,<P841,Q2954,P841>,Q693055,<P20,Q180294,P19>,Q723506,<P607,Q170682,<P710,Q117907,<P1387,Q204481,P1387>,Q1508640,<P1142,Q216669,P102>,Q548687,<P19,Q659969,P47>,Q213885,P47>,Q223406;6.0,1.0006319738360907,6.0,1.0006319738360907,6.0,1.1566323585994613,24.0,1.3253453251250482,12.0,1.0199663332050788,15.0,1.0116121585225086,8.0,1.0002308580223163,46.0,1.0002308580223163,6.0,1.002088303193536,12.0,1.0501616006156214,12.0,1.3253453251250482,36.0,1.331686225471335,21.0,1.331686225471335,11.0;14;1580
Degree;Q1250792;Q702549;Q1250792,<P131,Q1198,P276>,Q705139,<P2670,Q1205231,P2670>,Q896949,<P137,Q954035,P69>,Q200501,<P734,Q202664,P734>,Q996607,P57>,Q1102121,<P161,Q702549;3.0,1.2925711812235474,1138.0,1.0091833397460561,7.0,1.0002202770296267,16.0,1.0002202770296267,10.0,1.0115419392073874,11.0,1.0718141592920354,10.0,1.0122046941131204,25.0,1.0122046941131204,15.0,1.0177856868026165,11.0,1.1394940361677568,7.0;11;687
Degree;Q896521;Q1153137;Q896521,P734>,Q237443,<P735,Q391321,P735>,Q270187,P1038>,Q158772,<P69,Q590201,P527>,Q578023,P69>,Q983569,<P19,Q1440950,<P47,Q742841,P47>,Q1153137;2.0,1.0122046941131204,10.0,1.0998143516737207,79.0,1.0998143516737207,9.0,1.0021864178530204,17.0,1.0718141592920354,17.0,1.0243353212774144,26.0,1.0718141592920354,11.0,1.3253453251250482,18.0,1.331686225471335,21.0,1.331686225471335,17.0;11;1030
Degree;Q1061935;Q695193;Q1061935,<P2695,Q58675,<P150,Q1196638,P19>,Q958256,P50>,Q650264,<P161,Q1154241,P161>,Q1053770,<P161,Q1343721,P161>,Q837181,<P161,Q1142115,P371>,Q1307433,<P136,Q846662,P136>,Q695193;3.0,1.0001683339746057,34.0,1.0888851481338977,6.0,1.3253453251250482,8.0,1.0082983839938437,8.0,1.1394940361677568,11.0,1.1394940361677568,24.0,1.1394940361677568,16.0,1.1394940361677568,12.0,1.1394940361677568,13.0,1.0004126587148903,6.0,1.0944113120430936,62.0,1.0944113120430936,4.0;13;1392
Degree;Q1316335;Q646345;Q1316335,<P131,Q193183,P19>,Q1284292,<P166,Q48915,P166>,Q49448,P710>,Q130847,P607>,Q89543,<P19,Q882652,P937>,Q595182,<P20,Q700693,<P131,Q8602,P131>,Q646345;4.0,1.2925711812235474,53.0,1.3253453251250482,13.0,1.0731338976529434,37.0,1.0731338976529434,11.0,1.0116121585225086,18.0,1.0199663332050788,10.0,1.3253453251250482,24.0,1.0606031165833012,6.0,1.1566323585994613,5.0,1.2925711812235474,214.0,1.2925711812235474,4.0;12;1952
