sep=;
Variations;Start node;End node;Path;Weight;Path length;Search duration
Baseline;Q74450;Q10851;Q74450,<P27,Q183,P127>,Q10851;1.0,1.3856579453636013,1.0,1.009128510965756,1.0;3;1388
Baseline;Q65944;Q71474;Q65944,<P1412,Q188,P1412>,Q71474;1.0,1.141864178530204,1.0,1.141864178530204,1.0;3;806
Baseline;Q64053;Q63033;Q64053,<P421,Q6723,P421>,Q64,P19>,Q63033;1.0,1.1286841092727973,1.0,1.1286841092727973,1.0,1.3253453251250482,1.0;4;1934
Baseline;Q79282;Q25878;Q79282,<P17,Q30,<P530,Q183,P27>,Q25878;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;2329
Baseline;Q24048;Q90423;Q24048,<P31,Q5,P31>,Q90423;1.0,2.0,1.0,2.0,1.0;3;720
Baseline;Q93626;Q81025;Q93626,<P17,Q962,<P1343,Q602358,P1343>,Q192720,P170>,Q604761,<P180,Q81025;1.0,1.3971017699115045,1.0,1.018513851481339,1.0,1.018513851481339,1.0,1.0041871873797614,1.0,1.006631396691035,1.0;6;2954
Baseline;Q73096;Q78069;Q73096,<P19,Q1726,P20>,Q78069;1.0,1.3253453251250482,1.0,1.1566323585994613,1.0;3;1105
Baseline;Q920;Q51452;Q920,<P20,Q727,<P421,Q6655,P421>,Q51452;1.0,1.1566323585994613,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;2488
Baseline;Q71857;Q7147;Q71857,<P17,Q38,<P47,Q39,P17>,Q7147;1.0,1.3971017699115045,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;1880
Baseline;Q57796;Q62933;Q57796,<P31,Q5,P31>,Q62933;1.0,2.0,1.0,2.0,1.0;3;1342
Baseline;Q51816;Q5075;Q51816,<P17,Q38,<P530,Q252,<P150,Q5075;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.0888851481338977,1.0;4;1481
Baseline;Q58111;Q10474;Q58111,<P17,Q224,<P421,Q6655,P421>,Q10474;1.0,1.3971017699115045,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;1953
Baseline;Q51086;Q29358;Q51086,<P17,Q298,P530>,Q183,P17>,Q324395,<P641,Q29358;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3971017699115045,1.0,1.113674490188534,1.0;5;2798
Baseline;Q61456;Q63386;Q61456,<P31,Q5,P31>,Q63386;1.0,2.0,1.0,2.0,1.0;3;905
Baseline;Q48778;Q89555;Q48778,<P31,Q515,P31>,Q64,P19>,Q89555;1.0,2.0,1.0,2.0,1.0,1.3253453251250482,1.0;4;1991
Baseline;Q29709;Q23292;Q29709,<P138,Q2044,P937>,Q1301239,<P27,Q40,P17>,Q23292;1.0,1.0215371296652558,1.0,1.0606031165833012,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2646
Baseline;Q48990;Q80480;Q48990,<P31,Q5,P31>,Q1222680,<P19,Q80480;1.0,2.0,1.0,2.0,1.0,1.3253453251250482,1.0;4;2217
Baseline;Q70246;Q99479;Q70246,<P31,Q5,P31>,Q99479;1.0,2.0,1.0,2.0,1.0;3;1142
Baseline;Q50653;Q13633;Q50653,<P61,Q945845,<P31,Q5,P31>,Q60943,<P20,Q13633;1.0,1.026201423624471,1.0,2.0,1.0,2.0,1.0,1.1566323585994613,1.0;5;2073
Baseline;Q28837;Q80208;Q28837,P106>,Q1097806,<P1412,Q188,P364>,Q1515696,<P2408,Q25335,P361>,Q223821,P361>,Q80208;1.0,1.4119863409003464,1.0,1.141864178530204,1.0,1.0383089649865334,1.0,1.000311658330127,1.0,1.0423316660253943,1.0,1.0423316660253943,1.0;7;3131
Baseline;Q77873;Q75216;Q77873,<P27,Q183,P27>,Q75216;1.0,1.3856579453636013,1.0,1.3856579453636013,1.0;3;1284
Baseline;Q13072;Q90502;Q13072,<P17,Q298,P27>,Q514585,<P106,Q486748,P106>,Q90502;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.4119863409003464,1.0,1.4119863409003464,1.0;5;2561
Baseline;Q15431;Q13663;Q15431,<P17,Q29,P27>,Q293473,<P27,Q739,P17>,Q13663;1.0,1.3971017699115045,1.0,1.3856579453636013,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;5;2539
Baseline;Q92292;Q81474;Q92292,<P19,Q243337,<P421,Q6655,P421>,Q81474;1.0,1.3253453251250482,1.0,1.1286841092727973,1.0,1.1286841092727973,1.0;4;2511
Baseline;Q14037;Q4642;Q14037,<P59,Q8866,<P31,Q8928,<P1343,Q602358,P1343>,Q64268,<P735,Q4642;1.0,1.0100500192381685,1.0,2.0,1.0,1.018513851481339,1.0,1.018513851481339,1.0,1.0998143516737207,1.0;6;2278
Baseline;Q65132;Q59919;Q65132,<P37,Q188,P1412>,Q57230,P138>,Q1532907,<P105,Q7432,P105>,Q59919;1.0,1.0040563678337822,1.0,1.141864178530204,1.0,1.0215371296652558,1.0,1.0673162754905734,1.0,1.0673162754905734,1.0;6;3106
Baseline;Q82831;Q9990;Q82831,<P735,Q539581,<P282,Q8229,P361>,Q396763,<P527,Q9990;1.0,1.0998143516737207,1.0,1.0036360138514813,1.0,1.0423316660253943,1.0,1.0243353212774144,1.0;5;2962
Baseline;Q93373;Q35585;Q93373,<P20,Q40,P17>,Q9063,<P31,Q34770,P31>,Q35585;1.0,1.1566323585994613,1.0,1.3971017699115045,1.0,2.0,1.0,2.0,1.0;5;2957
Baseline;Q27325;Q34718;Q27325,<P17,Q38,P17>,Q1118638,<P180,Q82025,P527>,Q34718;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,1.006631396691035,1.0,1.0243353212774144,1.0;5;2850
Baseline;Q68970;Q43761;Q68970,<P17,Q884,P530>,Q183,P27>,Q43761;1.0,1.3971017699115045,1.0,1.0016968064640246,1.0,1.3856579453636013,1.0;4;910
Baseline;Q39523;Q56729;Q39523,<P17,Q928,<P37,Q33298,<P31,Q34770,P31>,Q56729;1.0,1.3971017699115045,1.0,1.0040563678337822,1.0,2.0,1.0,2.0,1.0;5;2715
Baseline;Q86834;Q29706;Q86834,<P27,Q40,P47>,Q38,P17>,Q29706;1.0,1.3856579453636013,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;2808
Baseline;Q86138;Q57545;Q86138,<P31,Q5,P31>,Q57545;1.0,2.0,1.0,2.0,1.0;3;699
Baseline;Q94370;Q61402;Q94370,<P31,Q5,P31>,Q61402;1.0,2.0,1.0,2.0,1.0;3;1196
Baseline;Q3476;Q45087;Q3476,P19>,Q1541377,<P106,Q36180,P106>,Q45087;1.0,1.3253453251250482,1.0,1.4119863409003464,1.0,1.4119863409003464,1.0;4;2269
Baseline;Q21600;Q7590;Q21600,<P17,Q142,P17>,Q444172,<P452,Q7590;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,1.004775875336668,1.0;4;2125
Baseline;Q82038;Q21036;Q82038,<P17,Q36,P495>,Q1154225,<P527,Q10998,<P105,Q7432,P105>,Q21036;1.0,1.3971017699115045,1.0,1.0535340515582916,1.0,1.0243353212774144,1.0,1.0673162754905734,1.0,1.0673162754905734,1.0;6;3191
Baseline;Q92636;Q92746;Q92636,<P27,Q30,P27>,Q92746;1.0,1.3856579453636013,1.0,1.3856579453636013,1.0;3;768
Baseline;Q45296;Q50880;Q45296,<P31,Q5,P31>,Q699560,<P19,Q50880;1.0,2.0,1.0,2.0,1.0,1.3253453251250482,1.0;4;1708
Baseline;Q86820;Q79153;Q86820,<P27,Q40,P27>,Q79153;1.0,1.3856579453636013,1.0,1.3856579453636013,1.0;3;1037
Baseline;Q32984;Q46128;Q32984,<P641,Q5849,P641>,Q1143805,<P17,Q30,P27>,Q46128;1.0,1.113674490188534,1.0,1.113674490188534,1.0,1.3971017699115045,1.0,1.3856579453636013,1.0;5;1993
Baseline;Q25817;Q68771;Q25817,<P31,Q5,P31>,Q68771;1.0,2.0,1.0,2.0,1.0;3;1184
Baseline;Q58082;Q78236;Q58082,<P31,Q5,P31>,Q78236;1.0,2.0,1.0,2.0,1.0;3;1142
Baseline;Q84778;Q72629;Q84778,<P17,Q159,P17>,Q613676,<P1990,Q33609,<P31,Q16521,P31>,Q72629;1.0,1.3971017699115045,1.0,1.3971017699115045,1.0,1.000971527510581,1.0,2.0,1.0,2.0,1.0;6;3095
Baseline;Q74265;Q74241;Q74265,<P17,Q20,<P47,Q34,P183>,Q303180,<P31,Q16521,P31>,Q74241;1.0,1.3971017699115045,1.0,1.331686225471335,1.0,1.0003953443632165,1.0,2.0,1.0,2.0,1.0;6;3094
Baseline;Q11387;Q84784;Q11387,P31>,Q13423,<P1343,Q602358,P1343>,Q159,P17>,Q84784;1.0,2.0,1.0,1.018513851481339,1.0,1.018513851481339,1.0,1.3971017699115045,1.0;5;2157
Baseline;Q49788;Q5002;Q49788,<P495,Q30,P47>,Q241,P17>,Q5002;1.0,1.0535340515582916,1.0,1.331686225471335,1.0,1.3971017699115045,1.0;4;2336
Baseline;Q60466;Q75331;Q60466,<P31,Q95074,P31>,Q222127,<P495,Q183,P27>,Q75331;1.0,2.0,1.0,2.0,1.0,1.0535340515582916,1.0,1.3856579453636013,1.0;5;2046
Baseline;Q15796;Q35476;Q15796,<P31,Q5,P31>,Q92916,<P108,Q35476;1.0,2.0,1.0,2.0,1.0,1.0401308195459793,1.0;4;1622
Baseline;Q47489;Q96972;Q47489,<P31,Q5,P31>,Q96972;1.0,2.0,1.0,2.0,1.0;3;1640
Baseline;Q25001;Q3618;Q25001,<P31,Q577,P31>,Q24062,<P361,Q30,P27>,Q256056,<P27,Q36,P17>,Q3618;1.0,2.0,1.0,2.0,1.0,1.0423316660253943,1.0,1.3856579453636013,1.0,1.3856579453636013,1.0,1.3971017699115045,1.0;7;2915
Baseline;Q90480;Q10184;Q90480,<P31,Q5,P31>,Q112835,<P108,Q10184;1.0,2.0,1.0,2.0,1.0,1.0401308195459793,1.0;4;1710
Degree;Q90270;Q13470;Q90270,<P166,Q165558,P166>,Q70225,<P19,Q179013,<P190,Q498204,P190>,Q242807,P190>,Q23217,<P47,Q13470;10.0,1.0731338976529434,467.0,1.0731338976529434,9.0,1.3253453251250482,30.0,1.0360859946133127,14.0,1.0360859946133127,24.0,1.0360859946133127,20.0,1.331686225471335,38.0;8;1245
Degree;Q40392;Q95745;Q40392,<P279,Q589,P279>,Q1094364,<P138,Q959840,P138>,Q1190600,<P279,Q865746,P527>,Q180953,P279>,Q848569,P279>,Q17295,<P279,Q190056,<P138,Q41585,P184>,Q91663,<P19,Q246288,P19>,Q95745;3.0,1.0386658330126972,8.0,1.0386658330126972,2.0,1.0215371296652558,15.0,1.0215371296652558,3.0,1.0386658330126972,13.0,1.0243353212774144,4.0,1.0386658330126972,3.0,1.0386658330126972,6.0,1.0386658330126972,4.0,1.0215371296652558,84.0,1.0031146594844171,12.0,1.3253453251250482,24.0,1.3253453251250482,7.0;14;1309
Degree;Q97181;Q35364;Q97181,<P166,Q154689,P166>,Q873511,<P69,Q322938,P69>,Q536216,<P20,Q505447,P131>,Q118146,<P31,Q8502,P31>,Q35364;8.0,1.0731338976529434,15.0,1.0731338976529434,12.0,1.0718141592920354,14.0,1.0718141592920354,8.0,1.1566323585994613,42.0,1.2925711812235474,3.0,2.0,6374.0,2.0,2.0;9;2268
Degree;Q29903;Q8493;Q29903,<P31,Q919472,<P279,Q1478437,P31>,Q369539,<P3279,Q159622,<P19,Q180103,P19>,Q379997,<P172,Q484206,P172>,Q292178,<P19,Q765536,P20>,Q870223,<P40,Q200193,<P20,Q8493;2.0,2.0,51.0,1.0386658330126972,472.0,2.0,7.0,1.0006829549826857,24.0,1.3253453251250482,24.0,1.3253453251250482,6.0,1.0067727972297038,32.0,1.0067727972297038,10.0,1.3253453251250482,9.0,1.1566323585994613,6.0,1.0256011927664486,22.0,1.1566323585994613,19.0;13;1333
Degree;Q14288;Q78505;Q14288,<P31,Q182060,P366>,Q1134093,P800>,Q104898,P58>,Q1362559,<P161,Q78505;6.0,2.0,51.0,1.0025365525202001,6.0,1.0046681415929204,74.0,1.017391304347826,12.0,1.1394940361677568,48.0;6;1215
Degree;Q44816;Q68544;Q44816,<P159,Q90,P19>,Q428625,<P20,Q69836,P1321>,Q119063,<P102,Q667785,P102>,Q1458208,<P20,Q68544;1.0,1.0264794151596768,14155.0,1.3253453251250482,6.0,1.1566323585994613,12.0,1.0010263562908812,8.0,1.0501616006156214,38.0,1.0501616006156214,8.0,1.1566323585994613,7.0;8;973
Degree;Q17327;Q34765;Q17327,P47>,Q17313,<P47,Q17283,<P417,Q131945,<P119,Q186282,P119>,Q152785,<P26,Q503201,<P20,Q208345,<P206,Q1247,P206>,Q34765;26.0,1.331686225471335,14.0,1.331686225471335,27.0,1.0016246633320507,15.0,1.0125769526741055,12.0,1.0125769526741055,39.0,1.0160619469026548,14.0,1.1566323585994613,4.0,1.0048691804540208,168.0,1.0048691804540208,4.0;10;1903
Degree;Q93821;Q34330;Q93821,<P31,Q5,P31>,Q535492,<P19,Q34330;1.0,2.0,427562.0,2.0,4.0,1.3253453251250482,15.0;4;1101
Degree;Q55343;Q8185;Q55343,P47>,Q55325,P47>,Q55327,P20>,Q650895,<P69,Q471980,P69>,Q12950,<P39,Q740126,P2388>,Q8889,P467>,Q265236,P527>,Q11122,P92>,Q208202,P279>,Q326124,P31>,Q8185;17.0,1.331686225471335,17.0,1.331686225471335,15.0,1.1566323585994613,15.0,1.0718141592920354,37.0,1.0718141592920354,22.0,1.029264140053867,25.0,1.0000673335898422,20.0,1.000253943824548,5.0,1.0243353212774144,9.0,1.0001442862639476,9.0,1.0386658330126972,53.0,2.0,2.0;13;1297
Degree;Q81818;Q11132;Q81818,<P607,Q189266,P607>,Q101174,<P108,Q493751,P527>,Q26788,<P527,Q488048,P108>,Q74894,<P551,Q54143,P19>,Q472547,<P39,Q11144,P39>,Q11132;5.0,1.0199663332050788,180.0,1.0199663332050788,15.0,1.0401308195459793,5.0,1.0243353212774144,5.0,1.0243353212774144,8.0,1.0401308195459793,12.0,1.0064813389765295,15.0,1.3253453251250482,11.0,1.029264140053867,59.0,1.029264140053867,18.0;11;1382
Degree;Q15604;Q93268;Q15604,<P276,Q171566,P276>,Q15585,<P3764,Q171610,P3764>,Q173126,<P1346,Q172983,<P20,Q160348,<P131,Q574443,<P131,Q6156,P131>,Q802713,<P131,Q571947,P131>,Q93268;6.0,1.0091833397460561,24.0,1.0091833397460561,6.0,1.0010407849172758,11.0,1.0010407849172758,7.0,1.012272989611389,17.0,1.1566323585994613,8.0,1.2925711812235474,16.0,1.2925711812235474,46.0,1.2925711812235474,4.0,1.2925711812235474,134.0,1.2925711812235474,5.0;12;1824
Degree;Q10732;Q22965;Q10732,<P54,Q612017,P54>,Q958529,<P54,Q1026206,<P118,Q973312,P118>,Q889469,P54>,Q1210567,<P54,Q666179,P54>,Q1359176,<P19,Q22965;20.0,1.220490573297422,51.0,1.220490573297422,19.0,1.220490573297422,9.0,1.0041669873028087,23.0,1.0041669873028087,14.0,1.220490573297422,12.0,1.220490573297422,62.0,1.220490573297422,10.0,1.3253453251250482,8.0;10;916
Degree;Q22384;Q28179;Q22384,P19>,Q1530880,<P20,Q543627,P20>,Q813270,<P19,Q552545,P19>,Q1079081,P86>,Q617858,<P161,Q72479,P161>,Q175222,<P161,Q111745,<P735,Q663072,<P1750,Q2168,P527>,Q1581567,<P527,Q212357,P366>,Q1409897,<P31,Q188924,P279>,Q695959,<P137,Q28179;19.0,1.3253453251250482,5.0,1.1566323585994613,29.0,1.1566323585994613,7.0,1.3253453251250482,14.0,1.3253453251250482,11.0,1.016235090419392,17.0,1.1394940361677568,12.0,1.1394940361677568,21.0,1.1394940361677568,11.0,1.0998143516737207,9.0,1.0004376683339746,8.0,1.0243353212774144,8.0,1.0243353212774144,6.0,1.0025365525202001,3.0,2.0,9.0,1.0386658330126972,3.0,1.0115419392073874,72.0;18;1601
Degree;Q91968;Q99723;Q91968,<P19,Q536634,<P166,Q1411043,<P1027,Q166020,<P31,Q896375,P31>,Q488589,P108>,Q98885,<P106,Q1227195,P106>,Q96981,<P19,Q14947,P19>,Q99723;8.0,1.3253453251250482,36.0,1.0731338976529434,4.0,1.0004338207002694,6.0,2.0,17.0,2.0,6.0,1.0401308195459793,18.0,1.4119863409003464,14.0,1.4119863409003464,17.0,1.3253453251250482,49.0,1.3253453251250482,5.0;11;588
Degree;Q71521;Q66780;Q71521,<P19,Q6149,<P190,Q990691,<P131,Q507427,P47>,Q167656,<P47,Q506752,<P138,Q558188,<P607,Q655480,P607>,Q580513,P138>,Q253538,<P47,Q461204,P47>,Q501147,P131>,Q66780;5.0,1.3253453251250482,173.0,1.0360859946133127,14.0,1.2925711812235474,12.0,1.331686225471335,18.0,1.331686225471335,14.0,1.0215371296652558,17.0,1.0199663332050788,8.0,1.0199663332050788,19.0,1.0215371296652558,10.0,1.331686225471335,22.0,1.331686225471335,11.0,1.2925711812235474,3.0;13;1183
Degree;Q69026;Q9626;Q69026,P47>,Q30694,P47>,Q985158,<P47,Q889767,P47>,Q629231,<P47,Q147606,<P190,Q766594,P19>,Q166635,<P102,Q9626;14.0,1.331686225471335,18.0,1.331686225471335,16.0,1.331686225471335,21.0,1.331686225471335,16.0,1.331686225471335,10.0,1.0360859946133127,13.0,1.3253453251250482,19.0,1.0501616006156214,748.0;9;2057
Degree;Q86639;Q78508;Q86639,<P20,Q4361,P19>,Q153422,<P106,Q865851,P106>,Q199801,<P19,Q580478,P19>,Q259571,P161>,Q31212,<P161,Q1089513,P161>,Q950164,<P161,Q78508;5.0,1.1566323585994613,130.0,1.3253453251250482,7.0,1.4119863409003464,12.0,1.4119863409003464,14.0,1.3253453251250482,12.0,1.3253453251250482,12.0,1.1394940361677568,23.0,1.1394940361677568,11.0,1.1394940361677568,8.0,1.1394940361677568,42.0;11;1051
Degree;Q7608;Q67533;Q7608,<P361,Q39484,P2408>,Q326909,<P2408,Q39847,P2408>,Q1216060,<P180,Q298912,<P138,Q310509,<P166,Q694769,P166>,Q447798,<P607,Q151005,P607>,Q1463701,<P607,Q686903,<P131,Q534792,P131>,Q697375,P19>,Q1539802,P22>,Q67533;7.0,1.0423316660253943,17.0,1.000311658330127,20.0,1.000311658330127,21.0,1.000311658330127,12.0,1.006631396691035,2.0,1.0215371296652558,15.0,1.0731338976529434,11.0,1.0731338976529434,30.0,1.0199663332050788,12.0,1.0199663332050788,11.0,1.0199663332050788,7.0,1.2925711812235474,28.0,1.2925711812235474,5.0,1.3253453251250482,9.0,1.018825509811466,10.0;16;1491
