sep=;
Variations;Start node;End node;Path;Weight;Path length;Search duration
Baseline;Q12158134;Q9069541;Q12158134,<P31,Q5,P360>,Q7997278,<P31,Q4167836,P31>,Q7339022,P-1>,Q9069541;1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0,2.0,1.0,1.0562981678694037,1.0;6;27362
Baseline;Q8290700;Q1720520;Q8290700,<P31,Q5,P31>,Q160270,<P101,Q8134,P101>,Q1337875,P279>,Q1042259,P-1>,Q1720520;1.0,2.0,1.0,2.0,1.0,1.0026102606319625,1.0,1.0026102606319625,1.0,1.013394499229314,1.0,1.0562981678694037,1.0;7;32638
Baseline;Q3502181;Q10709238;Q3502181,<P27,Q142,<P421,Q6655,P421>,Q10709238;1.0,1.1831851441532963,1.0,1.0523290259581026,1.0,1.0523290259581026,1.0;4;32437
Baseline;Q6640735;Q4759588;Q6640735,<P360,Q215627,P279>,Q5,P31>,Q4759588;1.0,1.0136398269459819,1.0,1.013394499229314,1.0,2.0,1.0;4;14536
Baseline;Q6981602;Q12097695;Q6981602,<P31,Q4167836,P31>,Q9507857,<P971,Q6581097,P21>,Q12097695;1.0,2.0,1.0,2.0,1.0,1.0132879825544734,1.0,1.2343896693056822,1.0;5;37621
Baseline;Q5860139;Q1509040;Q5860139,<P31,Q532,P31>,Q4879540,<P17,Q30,P495>,Q1509040;1.0,2.0,1.0,2.0,1.0,1.2477060052196456,1.0,1.033176276886429,1.0;5;19843
Baseline;Q8187354;Q64708;Q8187354,<P31,Q4167836,P31>,Q9441554,<P971,Q1131296,P31>,Q64708;1.0,2.0,1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0;5;36087
Baseline;Q1503381;Q6923941;Q1503381,<P131,Q156287,<P910,Q8381303,<P31,Q4167836,P31>,Q6923941;1.0,1.1669304587332725,1.0,1.029560074090941,1.0,2.0,1.0,2.0,1.0;5;24717
Baseline;Q9489355;Q7914328;Q9489355,<P31,Q4167836,P31>,Q7914328;1.0,2.0,1.0,2.0,1.0;3;3700
Baseline;Q1462715;Q5478828;Q1462715,<P31,Q4167410,P31>,Q12171519,<P31,Q5,P31>,Q5478828;1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0;5;26899
Baseline;Q12400693;Q11635642;Q12400693,<P17,Q29,P27>,Q12403120,<P106,Q82955,P106>,Q11635642;1.0,1.2477060052196456,1.0,1.1831851441532963,1.0,1.2372857624535838,1.0,1.2372857624535838,1.0;5;24685
Baseline;Q3683122;Q3402353;Q3683122,<P17,Q38,P47>,Q142,P17>,Q3402353;1.0,1.2477060052196456,1.0,1.0490803221116793,1.0,1.2477060052196456,1.0;4;24464
Baseline;Q4355626;Q9888262;Q4355626,<P31,Q8261,P971>,Q11401707,<P31,Q4167836,P31>,Q9888262;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;17862
Baseline;Q6595690;Q9140209;Q6595690,<P360,Q1983062,P360>,Q320465,P301>,Q8792214,<P31,Q4167836,P31>,Q9140209;1.0,1.0136398269459819,1.0,1.0136398269459819,1.0,1.0310222973446368,1.0,2.0,1.0,2.0,1.0;6;27767
Baseline;Q10642799;Q3268133;Q10642799,<P105,Q7432,P105>,Q6994665,<P31,Q4167410,P31>,Q10845985,<P31,Q21199,P31>,Q3268133;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0;7;25999
Baseline;Q1686873;Q3000485;Q1686873,<P17,Q213,P17>,Q12049608,<P31,Q3933541,<P31,Q4167410,P31>,Q3000485;1.0,1.2477060052196456,1.0,1.2477060052196456,1.0,2.0,1.0,2.0,1.0,2.0,1.0;6;28219
Baseline;Q1733882;Q3961620;Q1733882,<P21,Q6581097,P21>,Q3961620;1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;3;13921
Baseline;Q8435370;Q3301597;Q8435370,<P31,Q4167836,P31>,Q12013756,<P360,Q5,P31>,Q3301597;1.0,2.0,1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0;5;22656
Baseline;Q10626539;Q4262533;Q10626539,<P31,Q16521,P31>,Q3048249,<P138,Q403,P530>,Q212,P17>,Q4262533;1.0,2.0,1.0,2.0,1.0,1.0071186637357248,1.0,1.0001931093673369,1.0,1.2477060052196456,1.0;6;24978
Baseline;Q2347368;Q3546279;Q2347368,<P105,Q7432,P105>,Q3546279;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;3;12110
Baseline;Q2428087;Q875665;Q2428087,<P495,Q30,<P530,Q183,P17>,Q875665;1.0,1.033176276886429,1.0,1.0001931093673369,1.0,1.2477060052196456,1.0;4;23170
Baseline;Q3028214;Q5036006;Q3028214,<P27,Q41,<P530,Q155,P17>,Q5036006;1.0,1.1831851441532963,1.0,1.0001931093673369,1.0,1.2477060052196456,1.0;4;18083
Baseline;Q8950843;Q12499716;Q8950843,<P31,Q4167836,P31>,Q9507857,<P971,Q6581097,P21>,Q12499716;1.0,2.0,1.0,2.0,1.0,1.0132879825544734,1.0,1.2343896693056822,1.0;5;25830
Baseline;Q1976266;Q4667034;Q1976266,<P105,Q7432,P105>,Q6994665,<P31,Q4167410,P31>,Q4667034;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0,2.0,1.0,2.0,1.0;5;25632
Baseline;Q4274182;Q9758033;Q4274182,<P31,Q39614,P971>,Q10124757,<P31,Q4167836,P31>,Q9758033;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;33953
Baseline;Q6171926;Q11529433;Q6171926,<P17,Q836,P27>,Q2877613,<P31,Q5,P31>,Q11529433;1.0,1.2477060052196456,1.0,1.1831851441532963,1.0,2.0,1.0,2.0,1.0;5;24542
Baseline;Q123183;Q5519531;Q123183,<P421,Q6655,P421>,Q2737259,<P31,Q532,P31>,Q5519531;1.0,1.0523290259581026,1.0,1.0523290259581026,1.0,2.0,1.0,2.0,1.0;5;24376
Baseline;Q6708068;Q9581948;Q6708068,<P31,Q5,P360>,Q7997278,<P31,Q4167836,P31>,Q9581948;1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0,2.0,1.0;5;35238
Baseline;Q3714968;Q11705785;Q3714968,<P105,Q7432,P105>,Q11705785;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;3;2792
Baseline;Q1448414;Q1922113;Q1448414,<P105,Q7432,<P972,Q5460604,P972>,Q29,P17>,Q1922113;1.0,1.0992673010229104,1.0,1.0001131944930988,1.0,1.0001131944930988,1.0,1.2477060052196456,1.0;5;26310
Baseline;Q10623924;Q10856448;Q10623924,<P105,Q7432,<P972,Q5460604,P972>,Q3947,P527>,Q10856448;1.0,1.0992673010229104,1.0,1.0001131944930988,1.0,1.0001131944930988,1.0,1.013437959784208,1.0;5;22025
Baseline;Q10806053;Q8437966;Q10806053,<P17,Q881,P971>,Q8667840,<P31,Q4167836,P31>,Q8437966;1.0,1.2477060052196456,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;33973
Baseline;Q10852220;Q8064316;Q10852220,<P178,Q860580,<P17,Q148,P183>,Q11072520,<P105,Q7432,P105>,Q8064316;1.0,1.0022812959784209,1.0,1.2477060052196456,1.0,1.0001899346668535,1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;6;36815
Baseline;Q4057033;Q7950600;Q4057033,<P31,Q5,P360>,Q7708337,<P31,Q4167836,P31>,Q7950600;1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0,2.0,1.0;5;34919
Baseline;Q505988;Q684793;Q505988,<P31,Q5,P31>,Q6057723,<P27,Q948,P17>,Q684793;1.0,2.0,1.0,2.0,1.0,1.1831851441532963,1.0,1.2477060052196456,1.0;5;25514
Baseline;Q10636980;Q8297731;Q10636980,<P31,Q16521,P301>,Q10185813,<P31,Q4167836,P31>,Q8297731;1.0,2.0,1.0,1.0310222973446368,1.0,2.0,1.0,2.0,1.0;5;26470
Baseline;Q6705642;Q7183990;Q6705642,<P19,Q79867,P301>,Q8301418,<P31,Q4167836,P31>,Q7183990;1.0,1.1331355531422966,1.0,1.0310222973446368,1.0,2.0,1.0,2.0,1.0;5;39643
Baseline;Q11954877;Q7606248;Q11954877,<P279,Q8355,P1303>,Q449,<P21,Q6581097,P21>,Q7606248;1.0,1.013394499229314,1.0,1.0052196454844813,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;5;20748
Baseline;Q847770;Q34209;Q847770,<P17,Q15180,<P47,Q30,P495>,Q7450122,<P31,Q134556,P31>,Q34209;1.0,1.2477060052196456,1.0,1.0490803221116793,1.0,1.033176276886429,1.0,2.0,1.0,2.0,1.0;6;34390
Baseline;Q10921244;Q438620;Q10921244,<P31,Q7889,P101>,Q4357169,<P21,Q6581072,P21>,Q438620;1.0,2.0,1.0,1.0026102606319625,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;5;30706
Baseline;Q5460210;Q7427893;Q5460210,<P495,Q668,<P530,Q30,P17>,Q7427893;1.0,1.033176276886429,1.0,1.0001931093673369,1.0,1.2477060052196456,1.0;4;20112
Baseline;Q12037238;Q615380;Q12037238,<P21,Q6581097,P21>,Q615380;1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;3;13743
Baseline;Q7344160;Q10424075;Q7344160,<P21,Q6581097,P21>,Q757123,<P105,Q7432,P105>,Q10424075;1.0,1.2343896693056822,1.0,1.2343896693056822,1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;5;34154
Baseline;Q9618141;Q7897535;Q9618141,<P21,Q6581097,P279>,Q4336983,<P31,Q4167410,P31>,Q7897535;1.0,1.2343896693056822,1.0,1.013394499229314,1.0,2.0,1.0,2.0,1.0;5;25331
Baseline;Q9420756;Q8935683;Q9420756,<P-1,Q8434532,<P31,Q4167836,P31>,Q8935683;1.0,1.0562981678694037,1.0,2.0,1.0,2.0,1.0;4;10312
Baseline;Q1175661;Q7511611;Q1175661,<P31,Q4167410,P31>,Q2601692,<P360,Q8502,P31>,Q7511611;1.0,2.0,1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0;5;22251
Baseline;Q5969580;Q5937133;Q5969580,<P31,Q5,P31>,Q7383074,<P31,Q4167410,P31>,Q5937133;1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0;5;23075
Baseline;Q9168596;Q1990121;Q9168596,<P31,Q4167836,P31>,Q7780286,P910>,Q1724017,P31>,Q1990121;1.0,2.0,1.0,2.0,1.0,1.029560074090941,1.0,2.0,1.0;5;33502
Baseline;Q1450418;Q9955311;Q1450418,<P31,Q16970,P971>,Q12432977,<P31,Q4167836,P31>,Q9955311;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;35981
Baseline;Q7035868;Q3205140;Q7035868,<P31,Q4167836,P31>,Q8598983,<P971,Q11032,P31>,Q3205140;1.0,2.0,1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0;5;22634
Baseline;Q382241;Q4078285;Q382241,<P17,Q142,P1001>,Q3258168,<P31,Q4167410,P31>,Q4859887,P-1>,Q4078285;1.0,1.2477060052196456,1.0,1.0015780450851257,1.0,2.0,1.0,2.0,1.0,1.0562981678694037,1.0;6;37317
Baseline;Q1280380;Q10147969;Q1280380,<P31,Q4167410,P971>,Q8378503,<P31,Q4167836,P31>,Q10147969;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;27150
Baseline;Q7460154;Q9611243;Q7460154,<P31,Q4167836,P31>,Q9611243;1.0,2.0,1.0,2.0,1.0;3;11540
Baseline;Q1413510;Q8151284;Q1413510,<P31,Q5,P360>,Q7205175,<P31,Q4167836,P31>,Q8151284;1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0,2.0,1.0;5;25487
Baseline;Q672042;Q7414706;Q672042,<P105,Q7432,P105>,Q4118523,<P138,Q928,P17>,Q7414706;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0,1.0071186637357248,1.0,1.2477060052196456,1.0;5;30197
Baseline;Q240582;Q12726918;Q240582,<P27,Q30,P495>,Q2565285,<P31,Q5398426,P31>,Q650903,P-1>,Q12726918;1.0,1.1831851441532963,1.0,1.033176276886429,1.0,2.0,1.0,2.0,1.0,1.0562981678694037,1.0;6;35951
Baseline;Q2398987;Q8561527;Q2398987,<P175,Q208205,<P21,Q6581097,P21>,Q8561527;1.0,1.0191052380368528,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;4;18486
Baseline;Q255165;Q682981;Q255165,<P31,Q928830,P31>,Q2199792,<P17,Q43,P17>,Q682981;1.0,2.0,1.0,2.0,1.0,1.2477060052196456,1.0,1.2477060052196456,1.0;5;32743
Baseline;Q7296871;Q354106;Q7296871,<P527,Q3179049,<P21,Q6581097,P21>,Q354106;1.0,1.013437959784208,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;4;21847
Baseline;Q8796556;Q12591897;Q8796556,<P31,Q4167836,P31>,Q8378503,<P971,Q4167410,P31>,Q12591897;1.0,2.0,1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0;5;31489
Baseline;Q7758193;Q4816094;Q7758193,<P495,Q30,P17>,Q5265948,<P31,Q868557,P31>,Q4816094;1.0,1.033176276886429,1.0,1.2477060052196456,1.0,2.0,1.0,2.0,1.0;5;33130
Baseline;Q2741630;Q9408552;Q2741630,<P19,Q489197,<P1464,Q9227711,<P31,Q4167836,P31>,Q9408552;1.0,1.1331355531422966,1.0,1.0011562478105513,1.0,2.0,1.0,2.0,1.0;5;24351
Baseline;Q3295864;Q7490117;Q3295864,<P31,Q5,P31>,Q7490117;1.0,2.0,1.0,2.0,1.0;3;12551
Baseline;Q3169549;Q9941510;Q3169549,<P171,Q3139631,<P910,Q9639219,<P31,Q4167836,P31>,Q9941510;1.0,1.0860593428151055,1.0,1.029560074090941,1.0,2.0,1.0,2.0,1.0;5;26930
Baseline;Q7612144;Q9703913;Q7612144,<P31,Q5,P360>,Q7997278,<P31,Q4167836,P31>,Q9703913;1.0,2.0,1.0,1.0136398269459819,1.0,2.0,1.0,2.0,1.0;5;34876
Baseline;Q2042139;Q4583368;Q2042139,<P105,Q7432,<P972,Q5460604,P972>,Q5891,P1269>,Q4583368;1.0,1.0992673010229104,1.0,1.0001131944930988,1.0,1.0001131944930988,1.0,1.0019787141806207,1.0;5;16588
Baseline;Q2815410;Q9100906;Q2815410,<P31,Q176799,P301>,Q5817273,<P31,Q4167836,P31>,Q9100906;1.0,2.0,1.0,1.0310222973446368,1.0,2.0,1.0,2.0,1.0;5;30784
Baseline;Q7133415;Q2991919;Q7133415,<P31,Q87167,P31>,Q1261015,<P31,Q571,P31>,Q2991919;1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0;5;15671
Baseline;Q11667105;Q11525234;Q11667105,<P17,Q17,P17>,Q11546447,<P31,Q483373,P31>,Q11525234;1.0,1.2477060052196456,1.0,1.2477060052196456,1.0,2.0,1.0,2.0,1.0;5;40144
Baseline;Q11844885;Q8678084;Q11844885,<P-1,Q10556775,<P31,Q4167410,P971>,Q8378503,<P31,Q4167836,P31>,Q8678084;1.0,1.0562981678694037,1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;6;21104
Baseline;Q6885095;Q10070882;Q6885095,<P17,Q36,P971>,Q9157311,<P31,Q4167836,P31>,Q10070882;1.0,1.2477060052196456,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;29134
Baseline;Q5708938;Q8111485;Q5708938,<P31,Q532,P971>,Q8205188,<P31,Q4167836,P31>,Q8111485;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;29968
Baseline;Q8119982;Q9488464;Q8119982,<P31,Q4167836,P31>,Q9488464;1.0,2.0,1.0,2.0,1.0;3;3466
Baseline;Q2684650;Q3955892;Q2684650,<P105,Q7432,<P972,Q5460604,P972>,Q2736,P641>,Q3955892;1.0,1.0992673010229104,1.0,1.0001131944930988,1.0,1.0001131944930988,1.0,1.051601253240384,1.0;5;33787
Baseline;Q3738385;Q8757571;Q3738385,<P31,Q178561,P971>,Q8293049,<P31,Q4167836,P31>,Q8757571;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;26255
Baseline;Q11195976;Q10210440;Q11195976,<P31,Q482994,P971>,Q7165688,<P31,Q4167836,P31>,Q10210440;1.0,2.0,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0;5;23747
Baseline;Q7520675;Q4348628;Q7520675,<P495,Q30,P495>,Q5189231,<P31,Q482994,P31>,Q4348628;1.0,1.033176276886429,1.0,1.033176276886429,1.0,2.0,1.0,2.0,1.0;5;33366
Baseline;Q293259;Q11913149;Q293259,<P31,Q5,P31>,Q12260967,<P20,Q54942,P131>,Q11913149;1.0,2.0,1.0,2.0,1.0,1.0505425453653752,1.0,1.1669304587332725,1.0;5;33762
Baseline;Q7300692;Q1476117;Q7300692,<P-1,Q1865113,<P31,Q4167410,P31>,Q6570107,<P641,Q2736,P641>,Q1476117;1.0,1.0562981678694037,1.0,2.0,1.0,2.0,1.0,1.051601253240384,1.0,1.051601253240384,1.0;6;21939
Baseline;Q260023;Q10462845;Q260023,<P360,Q6256,P31>,Q1019,P183>,Q2990792,<P105,Q7432,P105>,Q10462845;1.0,1.0136398269459819,1.0,2.0,1.0,1.0001899346668535,1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;6;47443
Baseline;Q7552074;Q5603367;Q7552074,<P31,Q1400264,P31>,Q10661672,<P27,Q34,P27>,Q5603367;1.0,2.0,1.0,2.0,1.0,1.1831851441532963,1.0,1.1831851441532963,1.0;5;22112
Baseline;Q5012963;Q3241624;Q5012963,<P-1,Q3648796,<P641,Q131359,P971>,Q8646622,<P31,Q4167836,P31>,Q10164864,P910>,Q7432,P105>,Q3241624;1.0,1.0562981678694037,1.0,1.051601253240384,1.0,1.0132879825544734,1.0,2.0,1.0,2.0,1.0,1.029560074090941,1.0,1.0992673010229104,1.0;8;25895
Baseline;Q5239865;Q7117502;Q5239865,<P31,Q4167410,P31>,Q3173301,P161>,Q580490,<P136,Q1054574,P136>,Q7117502;1.0,2.0,1.0,2.0,1.0,1.0682913105163596,1.0,1.0437911616338542,1.0,1.0437911616338542,1.0;6;35093
Baseline;Q3895573;Q2045851;Q3895573,<P31,Q3305213,P31>,Q4195524,<P180,Q18498,<P105,Q7432,P105>,Q2045851;1.0,2.0,1.0,2.0,1.0,1.0035592771316473,1.0,1.0992673010229104,1.0,1.0992673010229104,1.0;6;36396
Baseline;Q11784723;Q2285988;Q11784723,<P31,Q482994,P31>,Q9285340,<P21,Q6581072,P21>,Q2285988;1.0,2.0,1.0,2.0,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;5;16532
Baseline;Q10877385;Q4497515;Q10877385,<P31,Q16917,P31>,Q5597751,<P31,Q4167410,P31>,Q4497515;1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0;5;39945
Baseline;Q5793095;Q2169932;Q5793095,<P364,Q1321,P37>,Q29,<P463,Q37470,P467>,Q2169932;1.0,1.022260780844952,1.0,1.0005170382890773,1.0,1.014557753275415,1.0,1.0002487213620121,1.0;5;35224
Baseline;Q3761322;Q3907267;Q3761322,<P31,Q4167410,P31>,Q4915182,<P400,Q100047,P400>,Q3907267;1.0,2.0,1.0,2.0,1.0,1.0042290294612204,1.0,1.0042290294612204,1.0;5;21493
Baseline;Q2912043;Q2130981;Q2912043,<P31,Q4167410,P31>,Q12171519,<P21,Q6581097,P21>,Q2130981;1.0,2.0,1.0,2.0,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;5;25343
Baseline;Q2543930;Q4458963;Q2543930,<P105,Q7432,P105>,Q757123,<P21,Q6581097,P21>,Q4458963;1.0,1.0992673010229104,1.0,1.0992673010229104,1.0,1.2343896693056822,1.0,1.2343896693056822,1.0;5;21215
Degree;Q886464;Q4497793;Q886464,<P171,Q104819,P171>,Q47161,P31>,Q12036230,<P31,Q145939,P31>,Q10854900,<P31,Q156687,P186>,Q99290,<P131,Q3489808,<P131,Q2429216,P131>,Q3575922,<P31,Q473972,P31>,Q4497793;3.0,1.0860593428151055,64.0,1.0860593428151055,7.0,2.0,14.0,2.0,6.0,2.0,18.0,2.0,10.0,1.002299358929447,12.0,1.1669304587332725,5.0,1.1669304587332725,27.0,1.1669304587332725,4.0,2.0,4374.0,2.0,2.0;13;33517
Degree;Q6868941;Q4773022;Q6868941,<P31,Q11266439,P31>,Q6235090,<P361,Q642074,P1343>,Q3568812,<P734,Q12035675,P734>,Q4773022;1.0,2.0,106571.0,2.0,2.0,1.0188524661949134,14.0,1.0069143881804807,9.0,1.0125337175085827,1757.0,1.0125337175085827,4.0;7;24478
Degree;Q12489893;Q2192951;Q12489893,<P131,Q4195649,<P131,Q15838,<P131,Q5068,<P206,Q194477,P47>,Q14492,P20>,Q5295192,<P607,Q153316,P607>,Q7310327,<P607,Q335288,<P361,Q718462,<P193,Q155433,P84>,Q884743,<P131,Q287123,P47>,Q260519,P131>,Q2192951;4.0,1.1669304587332725,11.0,1.1669304587332725,18.0,1.1669304587332725,55.0,1.0011032631542072,11.0,1.0490803221116793,46.0,1.0505425453653752,9.0,1.0096619272402438,36.0,1.0096619272402438,8.0,1.0096619272402438,18.0,1.0188524661949134,7.0,1.0000700623554963,14.0,1.001881393189939,5.0,1.1669304587332725,27.0,1.0490803221116793,17.0,1.1669304587332725,3.0;16;5025
Degree;Q7769289;Q2695347;Q7769289,<P31,Q4167836,P31>,Q9641087,<P301,Q4124530,P171>,Q2695347;1.0,2.0,1827249.0,2.0,3.0,1.0310222973446368,21.0,1.0860593428151055,3.0;5;13762
Degree;Q1448044;Q1888036;Q1448044,<P106,Q80687,P106>,Q2841521,<P463,Q1542667,P463>,Q539458,<P102,Q2705289,P102>,Q3132923,<P106,Q5793597,<P425,Q1436188,P106>,Q6250255,<P20,Q1757462,<P131,Q489163,P131>,Q1888036;8.0,1.2372857624535838,188.0,1.2372857624535838,11.0,1.014557753275415,22.0,1.014557753275415,24.0,1.0209125183913683,7.0,1.0209125183913683,14.0,1.2372857624535838,9.0,1.0001252364604498,7.0,1.2372857624535838,7.0,1.0505425453653752,7.0,1.1669304587332725,61.0,1.1669304587332725,2.0;13;16069
Degree;Q4818814;Q5100962;Q4818814,<P27,Q1030,P27>,Q315748,<P20,Q153665,<P361,Q329618,P361>,Q675321,<P37,Q7850,P1269>,Q1073914,P1269>,Q5100962;3.0,1.1831851441532963,1492.0,1.1831851441532963,6.0,1.0505425453653752,9.0,1.0188524661949134,10.0,1.0188524661949134,7.0,1.0005170382890773,1372.0,1.0019787141806207,5.0,1.0019787141806207,1.0;9;23384
Degree;Q4261724;Q7587847;Q4261724,P161>,Q4184232,<P57,Q5991107,P26>,Q3663579,<P69,Q1180978,<P138,Q313805,<P39,Q2660943,P39>,Q1452902,<P20,Q7374599,<P31,Q16917,P31>,Q7587847;6.0,1.0682913105163596,7.0,1.0135205019967772,12.0,1.005920269039445,11.0,1.0442079231766273,12.0,1.0071186637357248,26.0,1.0128946481118195,48.0,1.0128946481118195,13.0,1.0505425453653752,3.0,2.0,7129.0,2.0,2.0;11;26097
Degree;Q2361262;Q5157281;Q2361262,<P131,Q705,P2541>,Q2617567,<P361,Q4864548,<P101,Q628403,P921>,Q3669210,<P275,Q6936496,P275>,Q13915,<P921,Q191035,<P31,Q182545,P31>,Q5157281;3.0,1.1669304587332725,399.0,1.0000689676311918,4.0,1.0188524661949134,14.0,1.0026102606319625,23.0,1.0025013355636516,7.0,1.000558856757514,13.0,1.000558856757514,13.0,1.0025013355636516,8.0,2.0,180.0,2.0,1.0;11;20414
Degree;Q5121982;Q2227192;Q5121982,<P105,Q7432,P105>,Q15856,<P1552,Q2076450,<P279,Q2070979,<P279,Q7189713,P279>,Q12147,<P1151,Q11015739,P101>,Q3302992,P1416>,Q2030823,<P31,Q562166,P31>,Q2227192;2.0,1.0992673010229104,775373.0,1.0992673010229104,4.0,1.0000603193091853,2.0,1.013394499229314,10.0,1.013394499229314,18.0,1.013394499229314,30.0,1.0000481678694038,9.0,1.0026102606319625,7.0,1.000427161423667,4.0,2.0,32.0,2.0,2.0;12;5857
Degree;Q7515529;Q9219637;Q7515529,<P131,Q5623288,<P31,Q5283558,P31>,Q8075561,P131>,Q5172047,<P31,Q541394,P31>,Q5060518,<P417,Q459032,<P106,Q3430033,P39>,Q3093624,<P19,Q504853,P971>,Q9219637;3.0,1.1669304587332725,23.0,2.0,33.0,2.0,9.0,1.1669304587332725,10.0,2.0,7.0,2.0,18.0,1.0004099742520844,29.0,1.2372857624535838,14.0,1.0128946481118195,9.0,1.1331355531422966,79.0,1.0132879825544734,4.0;12;13157
Degree;Q12158134;Q9069541;Q12158134,<P166,Q4313415,P166>,Q12170232,<P119,Q4222825,<P910,Q7790479,<P31,Q4167836,P31>,Q7339022,P-1>,Q9069541;3.0,1.0383458934701886,136.0,1.0383458934701886,10.0,1.0060728736075106,6.0,1.029560074090941,3.0,2.0,1827249.0,2.0,2.0,1.0562981678694037,1.0;8;40271
